,shopname,num_comments,point_comments,phone_num,cost,food_type,district_name,location,area,time,service,delivery,takeout,lat,lng
111,Rucola,499,4 star rating,(718) 576-3209,Medium,Italian、 Desserts、 Diners,Boerum Hill,190 Dean St,Brooklyn,12:00 PM - 9:00 PM,Delivery、Takeout,True,True,33.8153,-94.548302
112,TGI Fridays,500,2 star rating,(718) 648-0891,Medium,American (Traditional),Sheepshead Bay,3181 Harkness Ave,Brooklyn,11:00 AM - 12:00 AM (Next day),Outdoor seating、Delivery、Takeout,True,True,33.8153,-94.548302
113,Chela Modern Mexican,501,4.5 star rating,(718) 701-1891,Medium,Lounges、 Mexican、 Breakfast & Brunch,Park Slope,408 5th Ave,Brooklyn,12:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,33.8153,-94.548302
114,Naruto Ramen,502,3.5 star rating,(718) 832-1111,Medium,Ramen、 Noodles,Park Slope,276 5th Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout,True,True,33.8153,-94.548302
115,Llama Inn,504,4 star rating,(718) 387-3434,High,Peruvian、 Bars,Williamsburg - North Side,50 Withers St,Brooklyn,5:30 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,40.96628,-72.85012
116,Chez Oskar,504,3.5 star rating,(718) 852-6250,Medium,French、 Cocktail Bars,Bedford Stuyvesant,310 Malcolm X Blvd,Brooklyn,11:00 AM - 11:00 PM,Takeout,False,True,40.68225,-73.92906
117,Claw Daddy’s,505,4 star rating,(347) 318-8893,Medium,Cajun/Creole、 Seafood,Boerum Hill,31 3rd Ave,Brooklyn,2:00 PM - 10:00 PM,,False,False,33.737801,-87.252502
118,Prince Tea House,505,4 star rating,(929) 337-7150,Medium,Desserts、 Tea Rooms、 Sandwiches,Sunset Park,6122 7th Ave,Brooklyn,12:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.63596,-74.01305
119,Le Petit Café,506,3.5 star rating,(718) 596-7060,Medium,Coffee & Tea、 Breakfast & Brunch,Carroll Gardens,502 Court St,Brooklyn,6:00 AM - 11:00 PM,Delivery、Takeout,True,True,40.67676,-73.99891
120,Baked,506,4 star rating,(718) 222-0345,Medium,Bakeries、 Custom Cakes、 Cupcakes,Red Hook,359 Van Brunt St,Brooklyn,8:00 AM - 4:00 PM,,False,False,40.67682,-74.01321
121,Sea Wolf - Bushwick,507,4 star rating,(833) 524-0925,Medium,Cocktail Bars、 Seafood、 American (Traditional),Bushwick,19 Wyckoff Ave,Brooklyn,12:00 PM - 8:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.68694,-73.99284
122,Villabate Alba,508,4 star rating,(718) 331-8430,Medium,Bakeries、 Desserts、 Coffee & Tea,Bensonhurst,7001 18th Ave,Brooklyn,7:00 AM - 9:00 PM,Delivery、Takeout,True,True,40.61602,-73.99291
123,Win Son,509,4 star rating,(347) 457-6010,Medium,Taiwanese、 American (New)、 Asian Fusion,East Williamsburg,159 Graham Ave,Brooklyn,5:30 PM - 10:00 PM,Outdoor seating、Indoor dining,False,False,36.59247,-84.12257
124,Zombie Hut,510,4 star rating,(718) 875-3433,Low,Tiki Bars,Gowanus,273 Smith St,Brooklyn,5:00 PM - 2:00 AM (Next day),,False,False,40.68252,-73.993
125,Dar 525,512,4.5 star rating,(347) 422-0401,Medium,Mediterranean、 Middle Eastern、 Kebab,Williamsburg - North Side,525 Grand St,Brooklyn,11:00 AM - 11:00 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.7143,-73.98179
126,Bagelsmith,512,3.5 star rating,(718) 218-7414,Low,Bagels、 Coffee & Tea、 Sandwiches,Williamsburg - North Side,189 Bedford Ave,Brooklyn,4:00 AM - 4:00 AM (Next day),Delivery,True,False,41.21482,-73.72022
127,Palo Santo,518,4 star rating,(718) 636-6311,Medium,Latin American、 Caribbean,Park Slope,652 Union St,Brooklyn,6:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup,True,True,40.67675,-73.982
128,The OX Tavern,524,4 star rating,(718) 284-0005,Medium,American (New)、 Pubs、 Gastropubs,Flatbush,1301 Newkirk Ave,Brooklyn,4:00 PM - 10:00 PM,Staff wears masks,False,False,40.63488,-73.96496
129,FREEHOLD,526,3.5 star rating,(718) 388-7591,Medium,Coffee & Tea、 Bars、 American (New),Williamsburg - South Side,45 S 3rd St,Brooklyn,7:00 AM - 2:00 AM (Next day),Outdoor seating、Takeout、Sit-down dining,False,True,40.71375,-73.96578
130,Marlow & Sons,529,4 star rating,(718) 384-1441,High,American (New),South Williamsburg,81 Broadway,Brooklyn,"8:00 AM - 4:00 PM, 5:30 PM - 12:00 AM (Next day)",Takeout、Curbside pickup,False,True,40.69956,-73.96247
131,Ignazio’s,530,3.5 star rating,(718) 522-2100,Medium,Pizza,DUMBO,4 Water St,Brooklyn,11:30 AM - 9:00 PM,Delivery、Takeout,True,True,40.70316,-73.99372
132,Yemen Cafe & Restaurant,531,4.5 star rating,(718) 834-9533,Medium,Middle Eastern、 Cafes、 Soup,Cobble Hill,176 Atlantic Ave,Brooklyn,10:00 AM - 11:15 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining、Curbside pickup,True,True,40.68981,-73.9937
133,Walter’s,531,4 star rating,(718) 488-7800,Medium,American (New)、 Cocktail Bars,Fort Greene,166 DeKalb Ave,Brooklyn,11:00 AM - 11:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.68942,-73.97327
134,La Villa,532,4 star rating,(718) 499-9888,Medium,Italian、 Pizza、 Sandwiches,Park Slope,261 5th Ave,Brooklyn,11:00 AM - 10:30 PM,Delivery、Takeout,True,True,33.737801,-87.252502
135,Vanessa’s Dumpling House,532,3.5 star rating,(718) 218-8809,Low,Chinese,Williamsburg - South Side,310 Bedford Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout、Sit-down dining,True,True,41.19758,-73.66643
136,Campania Coal Fired Pizza,540,4.5 star rating,(347) 517-4868,Medium,Pizza、 Italian,Fort Hamilton,9824 4th Ave,Brooklyn,11:30 AM - 10:00 PM,Outdoor seating、Indoor dining,False,False,46.25414,-114.16109
137,Cafe Madeline,542,4 star rating,(718) 941-4020,Medium,Breakfast & Brunch、 Cafes,Flatbush,1603 Cortelyou Rd,Brooklyn,7:00 AM - 8:00 PM,Outdoor seating、Delivery、Takeout,True,True,40.64193,-73.96341
138,Modern Love Brooklyn,542,4.5 star rating,(929) 298-0626,Medium,Vegan、 Cocktail Bars、 American (Traditional),Williamsburg - South Side,317 Union Ave,Brooklyn,3:00 PM - 9:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup,True,True,43.18715,-77.80418
139,Arepera Guacuco Bushwick,543,4 star rating,(347) 305-3300,Medium,Salad、 Empanadas、 Venezuelan,Bushwick,44 Irving Ave,Brooklyn,11:45 AM - 11:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,37.14374,-89.123427
140,Am Thai Bistro,547,4 star rating,(718) 287-8888,Medium,Thai,Flatbush,1003 Church Ave,Brooklyn,12:00 PM - 9:30 PM,,False,False,40.64682,-73.97012
141,Salt + Charcoal,548,4 star rating,(718) 782-2087,Medium,Japanese、 Asian Fusion、 Steakhouses,Williamsburg - South Side,171 Grand St,Brooklyn,5:30 PM - 10:00 PM,,False,False,42.5101,-74.98335
142,Patsy’s Pizzeria,551,4.5 star rating,(718) 622-2268,Medium,Pizza、 Italian,Prospect Heights,450 Dean St,Brooklyn,4:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Indoor dining,True,True,40.68171,-73.97626
143,Westlight,552,3.5 star rating,(718) 307-7100,High,Tapas/Small Plates、 Cocktail Bars、 Wine Bars,Williamsburg - North Side,111 N 12th St,Brooklyn,5:00 PM - 11:00 PM,Outdoor seating、Delivery、Takeout、Indoor dining,True,True,40.72222,-73.95728
144,Kimoto Rooftop,555,3.5 star rating,(718) 858-8940,Medium,Asian Fusion、 Cocktail Bars、 Dance Clubs,Downtown Brooklyn,228 Duffield St,Brooklyn,5:00 PM - 11:00 PM,,False,False,40.6915,-73.98452
145,Jacques Torres Chocolate,558,4 star rating,(718) 875-1269,Medium,Chocolatiers & Shops、 Ice Cream & Frozen Yogurt,DUMBO,66 Water St,Brooklyn,9:00 AM - 8:00 PM,,False,False,40.7032,-73.99145
146,Ample Hills Creamery,562,4.5 star rating,(347) 725-4061,Low,Ice Cream & Frozen Yogurt,Gowanus,305 Nevins St,Brooklyn,12:00 PM - 10:00 PM,Delivery,True,False,40.67889,-73.98728
147,Dram Shop,565,4 star rating,(718) 788-1444,Medium,Sports Bars、 Burgers,Park Slope,339 9th St,Brooklyn,5:00 PM - 10:00 PM,Delivery、Takeout、Covered outdoor seating、Heated outdoor seating、Indoor dining、Curbside pickup、Private dining,True,True,40.66888,-73.98505
148,Noodle Pudding,568,4 star rating,(718) 625-3737,Medium,Italian,Brooklyn Heights,38 Henry St,Brooklyn,4:30 PM - 8:00 PM,Delivery、Takeout、Curbside pickup,True,True,33.8153,-94.548302
149,The Commodore,580,4 star rating,(718) 218-7632,Medium,Bars、 American (Traditional)、 Sandwiches,Williamsburg - North Side,366 Metropolitan Ave,Brooklyn,4:00 PM - 4:00 AM (Next day),Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.71387,-73.9558
150,Tacos Matamoros,584,3.5 star rating,(718) 871-7627,Low,Mexican,Sunset Park,4508 5th Ave,Brooklyn,10:00 AM - 1:00 AM (Next day),Delivery、Takeout,True,True,40.64787,-74.00787
151,Surf Bar,585,3.5 star rating,(718) 302-4441,Medium,Seafood、 Tiki Bars、 Burgers,Williamsburg - North Side,139 N 6th St,Brooklyn,11:00 AM - 1:00 AM (Next day),Delivery、Takeout,True,True,40.71779,-73.95867
152,Colonie,587,4 star rating,(718) 855-7500,High,Breakfast & Brunch、 American (Traditional)、 Cocktail Bars,Brooklyn Heights,127 Atlantic Ave,Brooklyn,6:00 PM - 12:00 AM (Next day),Takeout、Indoor dining,False,True,33.8153,-94.548302
153,Bijan’s,591,4 star rating,(718) 855-5574,Medium,American (New)、 Cocktail Bars、 Mediterranean,Boerum Hill,81 Hoyt St,Brooklyn,11:30 AM - 4:00 AM (Next day),Delivery、Takeout,True,True,37.14374,-89.123427
154,Xixa,592,4.5 star rating,(718) 388-8860,High,Mexican、 Tapas/Small Plates,Williamsburg - South Side,241 S 4th St,Brooklyn,5:00 PM - 10:00 PM,,False,False,40.71049,-73.95846
155,Pig Beach,592,4 star rating,Unknown,Medium,Barbeque、 Bars,Unknown,480 Union St,Brooklyn,4:00 PM - 8:00 PM,Outdoor seating、Delivery、Takeout、Indoor dining,True,True,43.06344,-73.72918
156,Karczma,593,4.5 star rating,(718) 349-1744,Medium,Polish,Greenpoint,136 Greenpoint Ave,Brooklyn,12:00 PM - 9:30 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,40.72987,-73.9551
157,La Superior,595,3.5 star rating,(718) 388-5988,Medium,Mexican,Williamsburg - South Side,295 Berry St,Brooklyn,12:00 PM - 12:00 AM (Next day),,False,False,42.1457,-74.64864
158,Kimchi Grill,597,4 star rating,(718) 360-1839,Medium,Korean、 Barbeque、 Tacos,Prospect Heights,766 Washington Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout,True,True,40.67508,-73.9635
159,Speedy Romeo,598,4 star rating,(718) 230-0061,Medium,Pizza、 Steakhouses、 Wine Bars,Clinton Hill,376 Classon Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout,True,True,33.737801,-87.252502
160,Bar Tabac,600,3.5 star rating,(718) 923-0918,Medium,French、 Breakfast & Brunch、 Cocktail Bars,Cobble Hill,128 Smith St,Brooklyn,8:30 AM - 12:00 AM (Next day),Delivery、Takeout,True,True,33.8153,-94.548302
161,Buffalo Wild Wings,603,2.5 star rating,(718) 943-9453,Medium,American (Traditional)、 Sports Bars、 Chicken Wings,Fort Greene,139 Flatbush Ave,Brooklyn,11:00 AM - 11:00 PM,,False,False,40.68451,-73.97681
162,Gueros,603,4 star rating,(718) 230-4941,Medium,Tex-Mex、 Mexican,Crown Heights,605 Prospect Pl,Brooklyn,5:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout,True,True,33.737801,-87.252502
163,Milk Bar Williamsburg,605,3.5 star rating,(347) 799-2732,Medium,Bakeries、 Coffee & Tea、 Desserts,Williamsburg - North Side,382 Metropolitan Ave,Brooklyn,10:00 AM - 10:00 PM,Delivery、Takeout、Covered outdoor seating、Sit-down dining、Heated outdoor seating、Indoor dining、Curbside pickup,True,True,40.71365,-73.95542
164,Tacos El Bronco,606,4 star rating,(718) 788-2229,Low,Mexican、 Seafood、 Cocktail Bars,Sunset Park,4324 4th Ave,Brooklyn,10:00 AM - 1:00 AM (Next day),Takeout,False,True,40.65009,-74.00924
165,Samurai Mama,607,4 star rating,(718) 599-6161,Medium,Japanese、 Noodles,Williamsburg - South Side,205 Grand St,Brooklyn,5:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,41.68289,-73.91137
166,The Chocolate Room,610,4 star rating,(718) 246-2600,Medium,Desserts、 Chocolatiers & Shops,Cobble Hill,269 Court St,Brooklyn,3:00 PM - 8:00 PM,Delivery、Takeout,True,True,37.14374,-89.123427
167,Doughnut Plant,611,4 star rating,(212) 505-3700,Medium,Donuts、 Coffee & Tea,Prospect Heights,245 Flatbush Ave,Brooklyn,8:00 AM - 4:00 PM,Delivery、Takeout,True,True,33.8153,-94.548302
168,Best Pizza,611,3.5 star rating,(718) 599-2210,Low,Pizza,Williamsburg - North Side,33 Havemeyer St,Brooklyn,12:00 PM - 12:00 AM (Next day),Delivery、Takeout,True,True,40.71555,-73.95336
169,Laojie Hotpot,616,4.5 star rating,(718) 431-0026,Medium,Hot Pot,Borough Park,811 53rd St,Brooklyn,12:00 PM - 12:00 AM (Next day),Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,42.77048,-86.19334
170,SAGE,616,3.5 star rating,(718) 218-6644,Medium,Thai,Williamsburg - North Side,299-301 Graham Ave,Brooklyn,12:00 PM - 10:30 PM,Delivery、Takeout,True,True,40.96442,-72.8394
171,Bedouin Tent,618,4 star rating,(718) 852-5555,Medium,Middle Eastern、 Desserts、 Sandwiches,Boerum Hill,405 Atlantic Ave,Brooklyn,11:00 AM - 10:00 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.68706,-73.98441
172,Union Pool,621,3.5 star rating,(718) 609-0484,Medium,Bars、 Music Venues,Williamsburg - North Side,484 Union Ave,Brooklyn,4:00 PM - 4:00 AM (Next day),Curbside pickup,False,False,42.08479,-78.42956
173,Brooklyn Museum,625,4.5 star rating,(718) 638-5000,Unknown,,Prospect Heights,200 Eastern Pkwy,Brooklyn,11:00 AM - 6:00 PM,,False,False,33.8153,-94.548302
174,Oasis,635,4 star rating,(718) 389-4680,Low,Middle Eastern、 Falafel,Williamsburg - North Side,168 Bedford Ave,Brooklyn,11:00 AM - 1:30 AM (Next day),Delivery、Takeout,True,True,41.21375,-73.72047
175,Randazzo’s Clam Bar,643,3.5 star rating,(718) 615-0010,Medium,Seafood,Sheepshead Bay,2017 Emmons Ave,Brooklyn,11:00 AM - 11:00 PM,Outdoor seating、Delivery、Takeout,True,True,33.737801,-87.252502
176,Sottocasa Pizzeria,644,4.5 star rating,(718) 852-8758,Medium,Pizza、 Italian,Boerum Hill,298 Atlantic Ave,Brooklyn,5:00 PM - 10:00 PM,,False,False,40.68826,-73.98903
177,Verde on Smith,646,4 star rating,(718) 222-1525,Medium,Italian、 Seafood、 Breakfast & Brunch,Cobble Hill,216 Smith St,Brooklyn,10:00 AM - 11:00 PM,,False,False,37.14374,-89.123427
178,Opera Cafe,646,4 star rating,(718) 676-2992,Medium,Turkish、 Mediterranean、 Breakfast & Brunch,Sheepshead Bay,2255 Emmons Ave,Brooklyn,8:00 AM - 11:00 PM,,False,False,33.737801,-87.252502
179,Emmy Squared - Brooklyn,647,4 star rating,(718) 360-4535,Medium,Pizza、 Sandwiches、 Burgers,Williamsburg - South Side,364 Grand St,Brooklyn,12:00 PM - 9:00 PM,,False,False,40.7167,-73.98902
180,Tabaré,651,4 star rating,(347) 335-0187,Medium,Latin American,Williamsburg - South Side,221 S 1st St,Brooklyn,5:00 PM - 11:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,40.71305,-73.95897
181,Bunna Cafe,655,4.5 star rating,(347) 295-2227,Medium,Ethiopian、 Vegan、 African,East Williamsburg,1084 Flushing Ave,Brooklyn,12:00 PM - 9:00 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.70484,-73.92775
182,Negril BK,655,4 star rating,(347) 721-3801,Medium,Caribbean、 Cocktail Bars,Park Slope,256 5th Ave,Brooklyn,2:00 PM - 10:00 PM,,False,False,33.8153,-94.548302
183,Aurora,659,4 star rating,(718) 388-5100,Medium,Italian、 Comfort Food,Williamsburg - South Side,70 Grand St,Brooklyn,"12:00 PM - 3:30 PM, 6:00 PM - 11:00 PM",,False,False,41.69143,-73.90761
184,Fushimi Williamsburg,661,4 star rating,(718) 963-2555,Medium,Japanese、 Lounges,Williamsburg - North Side,475 Driggs Ave,Brooklyn,11:30 AM - 10:30 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining,True,True,40.71883,-73.95413
185,Lobster Joint,662,4 star rating,(718) 389-8990,Medium,Seafood,Greenpoint,1073 Manhattan Ave,Brooklyn,12:00 PM - 10:00 PM,Delivery、Takeout、Sit-down dining、Indoor dining,True,True,37.14374,-89.123427
186,Vinegar Hill House,662,3.5 star rating,(718) 522-1018,High,Bars、 Breakfast & Brunch、 American (Traditional),Vinegar Hill,72 Hudson Ave,Brooklyn,6:00 PM - 10:30 PM,Delivery,True,False,33.8153,-94.548302
187,Joy Indian Restaurant,663,4 star rating,(718) 230-1165,Medium,Indian,Prospect Heights,301 Flatbush Ave,Brooklyn,"11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM",Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,33.737801,-87.252502
188,Nargis Cafe,668,4 star rating,(718) 872-7888,Medium,Middle Eastern、 Uzbek、 Halal,Brighton Beach,2818 Coney Island Ave,Brooklyn,11:00 AM - 10:30 PM,Delivery、Takeout,True,True,40.58765,-73.96075
189,Two 8 Two Bar & Burger,670,4 star rating,(718) 596-2282,Medium,Burgers、 Bars,Cobble Hill,282 Atlantic Ave,Brooklyn,12:00 PM - 11:00 PM,Outdoor seating、Delivery、Takeout、Indoor dining,True,True,40.68851,-73.98974
190,Berry Park,673,3.5 star rating,(718) 782-2829,Medium,American (New)、 Cocktail Bars、 Beer Gardens,Williamsburg - North Side,4 Berry St,Brooklyn,5:00 PM - 11:00 PM,Outdoor seating、Sit-down dining,False,False,43.12182,-77.80592
191,Brennan & Carr,687,4 star rating,(718) 769-1254,Medium,American (Traditional),Sheepshead Bay,3432 Nostrand Ave,Brooklyn,11:00 AM - 8:00 PM,Delivery、Takeout、Curbside pickup,True,True,33.8153,-94.548302
192,Vinnie’s Pizzeria,689,4 star rating,(718) 782-7078,Low,Pizza、 Vegan、 Italian,Williamsburg - North Side,148 Bedford Ave,Brooklyn,11:30 AM - 11:00 PM,Delivery、Takeout,True,True,41.21302,-73.72014
193,VSPOT,692,3.5 star rating,(718) 928-8778,Medium,Vegan、 Latin American,Park Slope,156 5th Ave,Brooklyn,12:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup,True,True,33.8153,-94.548302
194,Forno Rosso,695,4 star rating,(718) 451-3800,Medium,Italian、 Pizza、 Cocktail Bars,Downtown Brooklyn,327 Gold St,Brooklyn,12:00 PM - 9:30 PM,Outdoor seating、Takeout、Covered outdoor seating、Sit-down dining、DIY meal kits、Heated outdoor seating、Indoor dining、Curbside pickup、Private dining,False,True,40.69458,-73.98299
195,Ba Xuyen,695,4.5 star rating,(718) 633-6601,Low,Vietnamese、 Sandwiches,Borough Park,4222 8th Ave,Brooklyn,7:00 AM - 6:30 PM,Social distancing enforced,False,False,33.737801,-87.252502
