"shopname","num_comments","point_comments","phone_num","cost","food_type","district_name","location","area","time","service","delivery","takeout"
"Neptune Diner","473","3 star rating","(718) 278-4853","Medium","Diners、 Greek","Astoria","3105 Astoria Blvd","Queen","Open 24 hours","Delivery、Takeout","true","true"
"Via Trenta Osteria","482","4 star rating","(718) 545-2090","Medium","Italian、 Wine Bars","Astoria","3619 30th Ave","Queen","12:00 PM - 10:30 PM","Outdoor seating、Delivery、Takeout、Indoor dining、Curbside pickup、Gift cards、Curbside drop-off","true","true"
"Thái Son","483","3.5 star rating","(718) 476-6805","Low","Vietnamese","Elmhurst","40-10 74th St","Queen","10:30 AM - 10:15 PM","Delivery、Takeout","true","true"
"Agnanti","484","3.5 star rating","(718) 545-4554","Medium","Greek、 Mediterranean","Astoria","19-06 Ditmars Blvd","Queen","12:00 PM - 11:00 PM","Outdoor seating、Delivery、Takeout","true","true"
"99 Favor Taste","609","3.5 star rating","(718) 460-9699","Medium","Hot Pot、 Barbeque、 Buffets","Downtown Flushing","135-41 37th Ave","Queen","11:00 AM - 2:00 AM (Next day)",,"false","false"
"Cyclo","522","4 star rating","(718) 786-8309","Medium","Vietnamese、 Sandwiches、 Noodles","Hunters Point","5-51 47th Ave","Queen","12:00 PM - 3:30 PM, 5:00 PM - 9:30 PM","Outdoor seating、Delivery、Takeout、Covered outdoor seating、Sit-down dining、Heated outdoor seating、Indoor dining、Curbside pickup","true","true"
"Arepa Lady","485","4.5 star rating","(917) 745-1111","Low","Colombian","Jackson Heights","77-17 37th Ave","Queen","12:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Kabul Kabab House","485","4 star rating","(718) 461-1919","Medium","Afghan、 Halal","Downtown Flushing","42-51 Main St","Queen","11:00 AM - 11:00 PM","Delivery、Takeout","true","true"
"New Lake Pavilion","494","3 star rating","(718) 886-6693","Medium","Dim Sum、 Seafood","Queensborough Hill","6015 Main St","Queen","9:00 AM - 1:00 AM (Next day)","Delivery、Sit-down dining","true","false"
"Sac’s Place","496","4 star rating","(718) 204-5002","Medium","Pizza、 Italian","Astoria","3511 35th Ave","Queen","11:30 AM - 11:00 PM","Delivery、Takeout","true","true"
"Skinny’s Cantina","495","3 star rating","(718) 729-8300","Medium","Bars、 Mexican、 Venues & Event Spaces","Hunters Point","4705 Center Blvd","Queen","12:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout、Curbside pickup","true","true"
"Uncle Jack’s Steakhouse","498","3.5 star rating","(718) 229-1100","High","Steakhouses、 Seafood、 Burgers","Bayside","3940 Bell Blvd","Queen","2:00 PM - 11:00 PM","Delivery、Takeout","true","true"
"Good Eats Diner","507","3.5 star rating","(718) 478-2420","Medium","Diners、 Breakfast & Brunch","Maspeth","69-32 Grand Ave","Queen","7:00 AM - 10:00 PM","Delivery、Takeout","true","true"
"Oliver’s Astoria","509","4 star rating","(718) 806-1476","Medium","Beer Bar、 American (New)","Astoria","3719 Broadway","Queen","12:00 PM - 11:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup","true","true"
"Pho Bang Restaurant","516","3.5 star rating","(718) 939-5520","Medium","Vietnamese","Downtown Flushing","4107 Kissena Blvd","Queen","10:00 AM - 10:30 PM","Staff wears masks","false","false"
"Mama Lee","511","4.5 star rating","(718) 767-8680","Medium","Chinese、 Taiwanese","Bayside","213-12 48th Ave","Queen","11:00 AM - 4:00 PM, 5:00 PM - 8:00 PM","Limited capacity、Hand sanitizer provided","false","false"
"Namaste","521","4 star rating","(718) 626-2783","Medium","Indian、 Halal、 Buffets","Astoria","31-15 30th Ave","Queen","11:00 AM - 11:00 PM","Delivery、Takeout、Curbside pickup","true","true"
"Bahari Estiatorio","554","4 star rating","(718) 204-8968","Medium","Greek","Astoria","3114 Broadway","Queen","12:00 PM - 12:00 AM (Next day)","Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"MoCA Asian Bistro","555","3.5 star rating","(718) 268-3333","Medium","Asian Fusion","Forest Hills","107-18 70th Rd","Queen","11:30 AM - 11:00 PM","Delivery、Takeout","true","true"
"Lucia Pizza","551","4.5 star rating","(929) 282-1983","Low","Pizza","Downtown Flushing","136-55 Roosevelt Ave","Queen","10:30 AM - 9:30 PM",,"false","false"
"Dinerbar","518","4 star rating","(718) 897-6000","Medium","Diners、 Wine Bars、 American (Traditional)","Rego Park","97-45 Queens Blvd","Queen","10:00 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Nicks Bistro","560","4.5 star rating","(718) 544-6425","Medium","Greek、 Falafel、 Seafood","Forest Hills","104-20 Metropolitan Ave","Queen","12:00 PM - 9:30 PM","Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"The Sparrow Tavern","554","4 star rating","(718) 606-2260","Medium","Bars、 Breakfast & Brunch、 American (New)","Astoria","24-01 29th St","Queen","12:00 PM - 4:00 AM (Next day)",,"false","false"
"Nur Thai","563","4 star rating","(718) 255-6141","Medium","Thai","Middle Village","63-32 Woodhaven Blvd","Queen","12:00 PM - 4:00 PM, 5:00 PM - 10:30 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Tu Casa Restaurant","564","3.5 star rating","(718) 441-6363","Medium","Peruvian、 Latin American","Richmond Hill","119-05 Metropolitan Ave","Queen","11:00 AM - 10:30 PM","Delivery、Takeout","true","true"
"Psari Seafood Restaurant & Bar","569","4 star rating","(718) 786-6015","Medium","Seafood、 Greek、 Bars","Astoria","32-10 36th Ave","Queen","11:00 AM - 10:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup","true","true"
"Bareburger - Bayside","524","3.5 star rating","(718) 279-2273","Medium","Burgers、 American (New)、 Cocktail Bars","Bayside","42-38 Bell Blvd","Queen","12:00 PM - 9:00 PM","Drive-thru、Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"Lenny’s Clam Bar","526","3.5 star rating","(718) 845-5100","Medium","Seafood、 Italian、 Barbeque","Howard Beach","16103 Crossbay Blvd","Queen","11:00 AM - 10:00 PM",,"false","false"
"Jackson Hole","528","4 star rating","(718) 204-7070","Medium","Burgers、 American (Traditional)","Astoria Heights","6935 Astoria Blvd N","Queen","7:00 AM - 12:00 AM (Next day)","Delivery、Takeout","true","true"
"Bel Aire Diner","535","3 star rating","(718) 721-3160","Medium","Diners、 American (Traditional)、 Caterers","Astoria","31-91 21st St","Queen","Open 24 hours","Outdoor seating、Delivery、Takeout、Covered outdoor seating、Sit-down dining、Heated outdoor seating、Indoor dining、Curbside pickup、In-person visits、Private dining","true","true"
"Hooters","536","2.5 star rating","(718) 454-2800","Medium","American (Traditional)、 Sports Bars、 Chicken Wings","Fresh Meadows","61-09 190th St","Queen","11:30 AM - 12:00 AM (Next day)","Delivery、Takeout、Curbside pickup","true","true"
"Samudra Vegetarian Restaurant & Chaat House","547","4 star rating","(718) 255-1757","Medium","Indian、 Vegetarian","Jackson Heights","75-18 37th Ave","Queen","11:30 AM - 10:00 PM","Outdoor seating、Delivery、Takeout","true","true"
"Gyro World","572","3.5 star rating","(718) 428-3800","Medium","Greek、 American (Traditional)","Auburndale","194-21 Northern Blvd","Queen","10:30 AM - 12:00 AM (Next day)","Delivery、Takeout","true","true"
"Jollibee","574","3.5 star rating","(718) 426-4445","Low","Filipino、 Fast Food、 Burgers","Woodside","6229 Roosevelt Ave","Queen","8:00 AM - 8:00 PM",,"false","false"
"Duzan Mediterranean Grill","581","4 star rating","(718) 204-7488","Low","Middle Eastern、 Sandwiches、 Vegetarian","Astoria","2411 Steinway St","Queen","12:00 PM - 10:00 PM","Delivery、Takeout","true","true"
"Lao Bei Fang Dumpling House","574","4 star rating","(718) 639-3996","Low","Chinese、 Noodles","Elmhurst","8305 Broadway","Queen","11:00 AM - 11:00 PM","Staff wears masks","false","false"
"La Boulangerie de Francois","548","4 star rating","(347) 644-5606","Medium","Bakeries、 Creperies、 Sandwiches","Forest Hills","109-01 72nd Rd","Queen","7:00 AM - 7:00 PM","Takeout","false","true"
"Mango Mango Dessert","581","4 star rating","(917) 563-1847","Low","Desserts、 Ice Cream & Frozen Yogurt、 Creperies","Downtown Flushing","136-28 39th Ave","Queen","12:00 PM - 12:00 AM (Next day)","Outdoor seating、Delivery","true","false"
"Naked Crab","582","4 star rating","(718) 886-8777","Medium","Seafood、 Cajun/Creole、 Cocktail Bars","Downtown Flushing","39-16 College Point Blvd","Queen","12:00 PM - 9:45 PM",,"false","false"
"Sik Gaek","589","4 star rating","(718) 205-4555","Medium","Korean","Woodside","49-11 Roosevelt Ave","Queen","11:30 AM - 10:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup","true","true"
"Gyu-Kaku Japanese BBQ","589","4.5 star rating","(347) 542-3653","Medium","Barbeque、 Japanese、 Asian Fusion","Downtown Flushing","4052 Main St","Queen","11:30 AM - 9:00 PM",,"false","false"
"Agora Taverna","620","3.5 star rating","(718) 793-7300","Medium","Greek、 Seafood","Forest Hills","70-09 Austin St","Queen","12:00 PM - 10:00 PM",,"false","false"
"White Noise Coffee Co","592","4 star rating","(917) 285-2272","Low","Coffee & Tea、 Breakfast & Brunch、 Donuts","Auburndale","4102 162nd St","Queen","10:00 AM - 6:00 PM",,"false","false"
