,shopname,num_comments,point_comments,phone_num,cost,food_type,district_name,location,area,time,service,delivery,takeout,lat,lng
121,Addeo’s Riverdale Pizzeria,96,3.5 star rating,(718) 549-4750,Low,Pizza、 Italian,North Riverdale,5654 Riverdale Ave,Bronx,11:00 AM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup,True,True,33.23611,-87.53808
122,Healthy Fresh,96,4 star rating,(718) 684-6411,Low,Breakfast & Brunch、 Sandwiches,Morris Park,1033 Morris Park Ave,Bronx,6:00 AM - 9:00 PM,Delivery、Takeout,True,True,40.84878,-73.85524
123,Bedford Cafe & Restaurant,97,3 star rating,(718) 365-3446,Medium,American (Traditional)、 Cafes,Bedford Park,1 Bedford Park Blvd E,Bronx,6:00 AM - 5:30 AM (Next day),Delivery、Takeout,True,True,33.8153,-94.548302
124,Blackstone Bar & Grill,97,4 star rating,(347) 346-6004,Medium,Sports Bars、 Burgers、 Sandwiches,Riverdale,3713 Riverdale Ave,Bronx,11:30 AM - 3:00 AM (Next day),Delivery、Takeout,True,True,33.737801,-87.252502
125,The Wicked Wolf,97,4 star rating,(718) 829-4400,Medium,Italian、 German、 Seafood,Edgewater Park,4029 E Tremont Ave,Bronx,11:30 AM - 10:00 PM,Delivery、Takeout、Curbside pickup,True,True,33.8153,-94.548302
126,Queen Of Tacos,98,3.5 star rating,(718) 652-1253,Low,Mexican,Norwood,9 E Mosholu Pkwy N,Bronx,10:00 AM - 12:00 AM (Next day),,False,False,37.14374,-89.123427
127,Smashburger,98,3.5 star rating,(718) 618-4229,Medium,Burgers,Kingsbridge,193 W 237th St,Bronx,10:30 AM - 10:00 PM,Delivery、Takeout、Curbside pickup,True,True,37.14374,-89.123427
128,Tiny’s Diner,99,3 star rating,(718) 708-7600,Medium,Diners,Riverdale,3603 Riverdale Ave,Bronx,7:00 AM - 9:00 PM,Delivery、Takeout,True,True,33.8153,-94.548302
129,El Nuevo Bohio Lechonera,99,3.5 star rating,(718) 294-3905,Medium,Spanish、 Puerto Rican、 Breakfast & Brunch,East Tremont,791 E Tremont Ave,Bronx,7:00 AM - 8:30 PM,Takeout,False,True,40.84407,-73.88804
130,MangiPasta,99,4.5 star rating,Unknown,Medium,Italian,Unknown,608 E 187th St,Bronx,12:00 PM - 9:00 PM,Curbside pickup,False,False,37.14374,-89.123427
131,Da Franco & Tony Ristorante,100,4.5 star rating,(718) 684-2815,Medium,Italian,Country Club,2815 Middletown Rd,Bronx,12:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Curbside pickup,True,True,39.45457,-75.71958
132,Xochimilco Family Restaurant,102,4.5 star rating,(718) 402-5400,Medium,Mexican,Melrose,653 Melrose Ave,Bronx,9:00 AM - 12:00 AM (Next day),Delivery、Takeout,True,True,40.81885,-73.91697
133,Riverdale Pie Guys,103,3.5 star rating,(718) 708-6128,Medium,Pizza、 Italian,North Riverdale,5784 Mosholu Ave,Bronx,11:30 AM - 10:00 PM,Delivery、Takeout,True,True,33.23611,-87.53808
134,Frank’s Pizzeria,104,4.5 star rating,(718) 597-3333,Low,Pizza、 Salad、 Italian,Country Club,2823 Middletown Rd,Bronx,10:00 AM - 11:00 PM,Delivery、Takeout,True,True,39.45457,-75.71958
135,Feroza’s,105,4 star rating,(718) 405-9081,Low,Trinidadian,Pelham Gardens,716 Burke Ave,Bronx,11:00 AM - 9:00 PM,,False,False,37.14374,-89.123427
136,Cinco De Mayo,106,3.5 star rating,(718) 676-9444,Low,Mexican,Melrose,837 Washington Ave,Bronx,11:00 AM - 9:00 PM,Delivery、Takeout、Curbside pickup,True,True,40.74063,-74.00735
137,Mangia’s Brick Oven Pizza and Pasta,106,3.5 star rating,(718) 597-4992,Low,Pizza,Pelham Bay,1760 Crosby Ave,Bronx,10:00 AM - 10:00 PM,Delivery、Takeout、Curbside pickup,True,True,33.8153,-94.548302
138,Escape Latino,107,4 star rating,(718) 684-1860,Medium,Latin American、 Wine Bars,Pelham Bay,1841 Hobart Ave,Bronx,2:30 PM - 10:30 PM,Delivery、Takeout,True,True,33.8153,-94.548302
139,Moon Star Grill,109,4 star rating,(718) 432-2570,Medium,Asian Fusion、 Vietnamese,Riverdale,3519-25 Johnson Ave,Bronx,11:30 AM - 10:00 PM,Delivery、Takeout,True,True,40.74462,-73.92961
140,Flame,110,4 star rating,(718) 884-2828,Unknown,,Kingsbridge,5740 Broadway,Bronx,12:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Sit-down dining,True,True,33.737801,-87.252502
141,Ellie’s Diner,109,3 star rating,(718) 239-9870,Medium,Diners,Parkchester,58 Metropolitan Oval,Bronx,7:00 AM - 8:00 PM,Delivery、Takeout,True,True,40.83734,-73.85998
142,Muscle Maker Grill,110,4 star rating,(718) 822-6991,Medium,American (New),Throgs Neck,4041 E Tremont Ave,Bronx,11:00 AM - 10:00 PM,Delivery、Takeout,True,True,40.81949,-73.81711
143,Patsy’s Pizzeria,112,3 star rating,(718) 676-2527,Medium,Italian、 Pizza,Morris Park,980 Morris Park Ave,Bronx,11:00 AM - 10:00 PM,Delivery、Takeout,True,True,40.84767,-73.85652
144,Icehouse Cafe Waterfront Restaurant,117,3.5 star rating,(718) 863-5580,Medium,Italian、 Seafood、 Venues & Event Spaces,Throgs Neck,140 Reynolds Ave,Bronx,12:00 PM - 9:00 PM,,False,False,40.81667,-73.80706
145,Step In Restaurant,117,3.5 star rating,(718) 822-0562,Medium,Lounges、 American (Traditional),Parkchester,1309 Metropolitan Ave,Bronx,11:00 AM - 2:00 AM (Next day),Delivery,True,False,33.8153,-94.548302
146,Vistamar,117,3.5 star rating,(718) 709-0888,High,Seafood、 Latin American、 Venues & Event Spaces,City Island,565 City Island Ave,Bronx,2:00 PM - 10:00 PM,Outdoor seating、Delivery、Takeout、Covered outdoor seating、DIY meal kits、Heated outdoor seating、Indoor dining,True,True,40.85373,-73.79083
147,G-Bar,118,3 star rating,(718) 402-6996,Medium,Lounges、 Italian,Concourse Village,575 Grand Concourse,Bronx,11:00 AM - 12:00 AM (Next day),,False,False,40.8194,-73.92724
148,Louie’s Dale Diner,119,3.5 star rating,(718) 549-4445,Medium,Diners、 Breakfast & Brunch、 Burgers,Kingsbridge,189 W 231st St,Bronx,Open 24 hours,Outdoor seating、Delivery、Takeout,True,True,33.8153,-94.548302
149,The Barbecue Pit,119,3.5 star rating,(718) 514-7317,Medium,Barbeque、 Comfort Food、 Seafood,North Riverdale,5788 Mosholu Ave,Bronx,12:00 PM - 10:00 PM,Delivery、Takeout,True,True,33.23611,-87.53808
150,Milk Burger,120,4 star rating,(212) 360-1988,Medium,Burgers、 Salad,Mott Haven,148 Bruckner Blvd,Bronx,11:00 AM - 8:00 PM,Takeout,False,True,33.8153,-94.548302
151,Flavas International Grill,132,4 star rating,(718) 292-2900,Medium,Caribbean、 Soul Food、 Juice Bars & Smoothies,Concourse Village,854 Gerard Ave,Bronx,11:00 AM - 9:00 PM,Delivery、Takeout,True,True,40.82686,-73.92507
