"shopname","num_comments","point_comments","phone_num","cost","food_type","district_name","location","area","time","service","delivery","takeout"
"Villabate Alba","508","4 star rating","(718) 331-8430","Medium","Bakeries、 Desserts、 Coffee & Tea","Bensonhurst","7001 18th Ave","Brooklyn","7:00 AM - 9:00 PM","Delivery、Takeout","true","true"
"Win Son","509","4 star rating","(347) 457-6010","Medium","Taiwanese、 American (New)、 Asian Fusion","East Williamsburg","159 Graham Ave","Brooklyn","5:30 PM - 10:00 PM","Outdoor seating、Indoor dining","false","false"
"Zombie Hut","510","4 star rating","(718) 875-3433","Low","Tiki Bars","Gowanus","273 Smith St","Brooklyn","5:00 PM - 2:00 AM (Next day)",,"false","false"
"Dar 525","512","4.5 star rating","(347) 422-0401","Medium","Mediterranean、 Middle Eastern、 Kebab","Williamsburg - North Side","525 Grand St","Brooklyn","11:00 AM - 11:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Bagelsmith","512","3.5 star rating","(718) 218-7414","Low","Bagels、 Coffee & Tea、 Sandwiches","Williamsburg - North Side","189 Bedford Ave","Brooklyn","4:00 AM - 4:00 AM (Next day)","Delivery","true","false"
"Palo Santo","518","4 star rating","(718) 636-6311","Medium","Latin American、 Caribbean","Park Slope","652 Union St","Brooklyn","6:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup","true","true"
"The OX Tavern","524","4 star rating","(718) 284-0005","Medium","American (New)、 Pubs、 Gastropubs","Flatbush","1301 Newkirk Ave","Brooklyn","4:00 PM - 10:00 PM","Staff wears masks","false","false"
"FREEHOLD","526","3.5 star rating","(718) 388-7591","Medium","Coffee & Tea、 Bars、 American (New)","Williamsburg - South Side","45 S 3rd St","Brooklyn","7:00 AM - 2:00 AM (Next day)","Outdoor seating、Takeout、Sit-down dining","false","true"
"Marlow & Sons","529","4 star rating","(718) 384-1441","High","American (New)","South Williamsburg","81 Broadway","Brooklyn","8:00 AM - 4:00 PM, 5:30 PM - 12:00 AM (Next day)","Takeout、Curbside pickup","false","true"
"Ignazio’s","530","3.5 star rating","(718) 522-2100","Medium","Pizza","DUMBO","4 Water St","Brooklyn","11:30 AM - 9:00 PM","Delivery、Takeout","true","true"
"Yemen Cafe & Restaurant","531","4.5 star rating","(718) 834-9533","Medium","Middle Eastern、 Cafes、 Soup","Cobble Hill","176 Atlantic Ave","Brooklyn","10:00 AM - 11:15 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining、Curbside pickup","true","true"
"Walter’s","531","4 star rating","(718) 488-7800","Medium","American (New)、 Cocktail Bars","Fort Greene","166 DeKalb Ave","Brooklyn","11:00 AM - 11:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"La Villa","532","4 star rating","(718) 499-9888","Medium","Italian、 Pizza、 Sandwiches","Park Slope","261 5th Ave","Brooklyn","11:00 AM - 10:30 PM","Delivery、Takeout","true","true"
"Vanessa’s Dumpling House","532","3.5 star rating","(718) 218-8809","Low","Chinese","Williamsburg - South Side","310 Bedford Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining","true","true"
"Campania Coal Fired Pizza","540","4.5 star rating","(347) 517-4868","Medium","Pizza、 Italian","Fort Hamilton","9824 4th Ave","Brooklyn","11:30 AM - 10:00 PM","Outdoor seating、Indoor dining","false","false"
"Cafe Madeline","542","4 star rating","(718) 941-4020","Medium","Breakfast & Brunch、 Cafes","Flatbush","1603 Cortelyou Rd","Brooklyn","7:00 AM - 8:00 PM","Outdoor seating、Delivery、Takeout","true","true"
"Modern Love Brooklyn","542","4.5 star rating","(929) 298-0626","Medium","Vegan、 Cocktail Bars、 American (Traditional)","Williamsburg - South Side","317 Union Ave","Brooklyn","3:00 PM - 9:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup","true","true"
"Arepera Guacuco Bushwick","543","4 star rating","(347) 305-3300","Medium","Salad、 Empanadas、 Venezuelan","Bushwick","44 Irving Ave","Brooklyn","11:45 AM - 11:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"Am Thai Bistro","547","4 star rating","(718) 287-8888","Medium","Thai","Flatbush","1003 Church Ave","Brooklyn","12:00 PM - 9:30 PM",,"false","false"
"Salt + Charcoal","548","4 star rating","(718) 782-2087","Medium","Japanese、 Asian Fusion、 Steakhouses","Williamsburg - South Side","171 Grand St","Brooklyn","5:30 PM - 10:00 PM",,"false","false"
"Patsy’s Pizzeria","551","4.5 star rating","(718) 622-2268","Medium","Pizza、 Italian","Prospect Heights","450 Dean St","Brooklyn","4:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout、Indoor dining","true","true"
"Westlight","552","3.5 star rating","(718) 307-7100","High","Tapas/Small Plates、 Cocktail Bars、 Wine Bars","Williamsburg - North Side","111 N 12th St","Brooklyn","5:00 PM - 11:00 PM","Outdoor seating、Delivery、Takeout、Indoor dining","true","true"
"Kimoto Rooftop","555","3.5 star rating","(718) 858-8940","Medium","Asian Fusion、 Cocktail Bars、 Dance Clubs","Downtown Brooklyn","228 Duffield St","Brooklyn","5:00 PM - 11:00 PM",,"false","false"
"Jacques Torres Chocolate","558","4 star rating","(718) 875-1269","Medium","Chocolatiers & Shops、 Ice Cream & Frozen Yogurt","DUMBO","66 Water St","Brooklyn","9:00 AM - 8:00 PM",,"false","false"
"Ample Hills Creamery","562","4.5 star rating","(347) 725-4061","Low","Ice Cream & Frozen Yogurt","Gowanus","305 Nevins St","Brooklyn","12:00 PM - 10:00 PM","Delivery","true","false"
"Dram Shop","565","4 star rating","(718) 788-1444","Medium","Sports Bars、 Burgers","Park Slope","339 9th St","Brooklyn","5:00 PM - 10:00 PM","Delivery、Takeout、Covered outdoor seating、Heated outdoor seating、Indoor dining、Curbside pickup、Private dining","true","true"
"Noodle Pudding","568","4 star rating","(718) 625-3737","Medium","Italian","Brooklyn Heights","38 Henry St","Brooklyn","4:30 PM - 8:00 PM","Delivery、Takeout、Curbside pickup","true","true"
"The Commodore","580","4 star rating","(718) 218-7632","Medium","Bars、 American (Traditional)、 Sandwiches","Williamsburg - North Side","366 Metropolitan Ave","Brooklyn","4:00 PM - 4:00 AM (Next day)","Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Tacos Matamoros","584","3.5 star rating","(718) 871-7627","Low","Mexican","Sunset Park","4508 5th Ave","Brooklyn","10:00 AM - 1:00 AM (Next day)","Delivery、Takeout","true","true"
"Surf Bar","585","3.5 star rating","(718) 302-4441","Medium","Seafood、 Tiki Bars、 Burgers","Williamsburg - North Side","139 N 6th St","Brooklyn","11:00 AM - 1:00 AM (Next day)","Delivery、Takeout","true","true"
"Colonie","587","4 star rating","(718) 855-7500","High","Breakfast & Brunch、 American (Traditional)、 Cocktail Bars","Brooklyn Heights","127 Atlantic Ave","Brooklyn","6:00 PM - 12:00 AM (Next day)","Takeout、Indoor dining","false","true"
"Bijan’s","591","4 star rating","(718) 855-5574","Medium","American (New)、 Cocktail Bars、 Mediterranean","Boerum Hill","81 Hoyt St","Brooklyn","11:30 AM - 4:00 AM (Next day)","Delivery、Takeout","true","true"
"Xixa","592","4.5 star rating","(718) 388-8860","High","Mexican、 Tapas/Small Plates","Williamsburg - South Side","241 S 4th St","Brooklyn","5:00 PM - 10:00 PM",,"false","false"
"Pig Beach","592","4 star rating","Unknown","Medium","Barbeque、 Bars","Unknown","480 Union St","Brooklyn","4:00 PM - 8:00 PM","Outdoor seating、Delivery、Takeout、Indoor dining","true","true"
"Karczma","593","4.5 star rating","(718) 349-1744","Medium","Polish","Greenpoint","136 Greenpoint Ave","Brooklyn","12:00 PM - 9:30 PM","Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"La Superior","595","3.5 star rating","(718) 388-5988","Medium","Mexican","Williamsburg - South Side","295 Berry St","Brooklyn","12:00 PM - 12:00 AM (Next day)",,"false","false"
"Kimchi Grill","597","4 star rating","(718) 360-1839","Medium","Korean、 Barbeque、 Tacos","Prospect Heights","766 Washington Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout","true","true"
"Speedy Romeo","598","4 star rating","(718) 230-0061","Medium","Pizza、 Steakhouses、 Wine Bars","Clinton Hill","376 Classon Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout","true","true"
"Bar Tabac","600","3.5 star rating","(718) 923-0918","Medium","French、 Breakfast & Brunch、 Cocktail Bars","Cobble Hill","128 Smith St","Brooklyn","8:30 AM - 12:00 AM (Next day)","Delivery、Takeout","true","true"
"Buffalo Wild Wings","603","2.5 star rating","(718) 943-9453","Medium","American (Traditional)、 Sports Bars、 Chicken Wings","Fort Greene","139 Flatbush Ave","Brooklyn","11:00 AM - 11:00 PM",,"false","false"
"Gueros","603","4 star rating","(718) 230-4941","Medium","Tex-Mex、 Mexican","Crown Heights","605 Prospect Pl","Brooklyn","5:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout","true","true"
"Milk Bar Williamsburg","605","3.5 star rating","(347) 799-2732","Medium","Bakeries、 Coffee & Tea、 Desserts","Williamsburg - North Side","382 Metropolitan Ave","Brooklyn","10:00 AM - 10:00 PM","Delivery、Takeout、Covered outdoor seating、Sit-down dining、Heated outdoor seating、Indoor dining、Curbside pickup","true","true"
"Tacos El Bronco","606","4 star rating","(718) 788-2229","Low","Mexican、 Seafood、 Cocktail Bars","Sunset Park","4324 4th Ave","Brooklyn","10:00 AM - 1:00 AM (Next day)","Takeout","false","true"
"Samurai Mama","607","4 star rating","(718) 599-6161","Medium","Japanese、 Noodles","Williamsburg - South Side","205 Grand St","Brooklyn","5:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"The Chocolate Room","610","4 star rating","(718) 246-2600","Medium","Desserts、 Chocolatiers & Shops","Cobble Hill","269 Court St","Brooklyn","3:00 PM - 8:00 PM","Delivery、Takeout","true","true"
"Doughnut Plant","611","4 star rating","(212) 505-3700","Medium","Donuts、 Coffee & Tea","Prospect Heights","245 Flatbush Ave","Brooklyn","8:00 AM - 4:00 PM","Delivery、Takeout","true","true"
"Best Pizza","611","3.5 star rating","(718) 599-2210","Low","Pizza","Williamsburg - North Side","33 Havemeyer St","Brooklyn","12:00 PM - 12:00 AM (Next day)","Delivery、Takeout","true","true"
"Laojie Hotpot","616","4.5 star rating","(718) 431-0026","Medium","Hot Pot","Borough Park","811 53rd St","Brooklyn","12:00 PM - 12:00 AM (Next day)","Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"SAGE","616","3.5 star rating","(718) 218-6644","Medium","Thai","Williamsburg - North Side","299-301 Graham Ave","Brooklyn","12:00 PM - 10:30 PM","Delivery、Takeout","true","true"
"Bedouin Tent","618","4 star rating","(718) 852-5555","Medium","Middle Eastern、 Desserts、 Sandwiches","Boerum Hill","405 Atlantic Ave","Brooklyn","11:00 AM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Union Pool","621","3.5 star rating","(718) 609-0484","Medium","Bars、 Music Venues","Williamsburg - North Side","484 Union Ave","Brooklyn","4:00 PM - 4:00 AM (Next day)","Curbside pickup","false","false"
"Brooklyn Museum","625","4.5 star rating","(718) 638-5000","Unknown",,"Prospect Heights","200 Eastern Pkwy","Brooklyn","11:00 AM - 6:00 PM",,"false","false"
"Oasis","635","4 star rating","(718) 389-4680","Low","Middle Eastern、 Falafel","Williamsburg - North Side","168 Bedford Ave","Brooklyn","11:00 AM - 1:30 AM (Next day)","Delivery、Takeout","true","true"
"Randazzo’s Clam Bar","643","3.5 star rating","(718) 615-0010","Medium","Seafood","Sheepshead Bay","2017 Emmons Ave","Brooklyn","11:00 AM - 11:00 PM","Outdoor seating、Delivery、Takeout","true","true"
"Sottocasa Pizzeria","644","4.5 star rating","(718) 852-8758","Medium","Pizza、 Italian","Boerum Hill","298 Atlantic Ave","Brooklyn","5:00 PM - 10:00 PM",,"false","false"
"Verde on Smith","646","4 star rating","(718) 222-1525","Medium","Italian、 Seafood、 Breakfast & Brunch","Cobble Hill","216 Smith St","Brooklyn","10:00 AM - 11:00 PM",,"false","false"
"Opera Cafe","646","4 star rating","(718) 676-2992","Medium","Turkish、 Mediterranean、 Breakfast & Brunch","Sheepshead Bay","2255 Emmons Ave","Brooklyn","8:00 AM - 11:00 PM",,"false","false"
"Emmy Squared - Brooklyn","647","4 star rating","(718) 360-4535","Medium","Pizza、 Sandwiches、 Burgers","Williamsburg - South Side","364 Grand St","Brooklyn","12:00 PM - 9:00 PM",,"false","false"
"Tabaré","651","4 star rating","(347) 335-0187","Medium","Latin American","Williamsburg - South Side","221 S 1st St","Brooklyn","5:00 PM - 11:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"Bunna Cafe","655","4.5 star rating","(347) 295-2227","Medium","Ethiopian、 Vegan、 African","East Williamsburg","1084 Flushing Ave","Brooklyn","12:00 PM - 9:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Negril BK","655","4 star rating","(347) 721-3801","Medium","Caribbean、 Cocktail Bars","Park Slope","256 5th Ave","Brooklyn","2:00 PM - 10:00 PM",,"false","false"
"Aurora","659","4 star rating","(718) 388-5100","Medium","Italian、 Comfort Food","Williamsburg - South Side","70 Grand St","Brooklyn","12:00 PM - 3:30 PM, 6:00 PM - 11:00 PM",,"false","false"
"Fushimi Williamsburg","661","4 star rating","(718) 963-2555","Medium","Japanese、 Lounges","Williamsburg - North Side","475 Driggs Ave","Brooklyn","11:30 AM - 10:30 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Lobster Joint","662","4 star rating","(718) 389-8990","Medium","Seafood","Greenpoint","1073 Manhattan Ave","Brooklyn","12:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true"
"Vinegar Hill House","662","3.5 star rating","(718) 522-1018","High","Bars、 Breakfast & Brunch、 American (Traditional)","Vinegar Hill","72 Hudson Ave","Brooklyn","6:00 PM - 10:30 PM","Delivery","true","false"
"Joy Indian Restaurant","663","4 star rating","(718) 230-1165","Medium","Indian","Prospect Heights","301 Flatbush Ave","Brooklyn","11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining","true","true"
"Nargis Cafe","668","4 star rating","(718) 872-7888","Medium","Middle Eastern、 Uzbek、 Halal","Brighton Beach","2818 Coney Island Ave","Brooklyn","11:00 AM - 10:30 PM","Delivery、Takeout","true","true"
"Two 8 Two Bar & Burger","670","4 star rating","(718) 596-2282","Medium","Burgers、 Bars","Cobble Hill","282 Atlantic Ave","Brooklyn","12:00 PM - 11:00 PM","Outdoor seating、Delivery、Takeout、Indoor dining","true","true"
"Berry Park","673","3.5 star rating","(718) 782-2829","Medium","American (New)、 Cocktail Bars、 Beer Gardens","Williamsburg - North Side","4 Berry St","Brooklyn","5:00 PM - 11:00 PM","Outdoor seating、Sit-down dining","false","false"
"Brennan & Carr","687","4 star rating","(718) 769-1254","Medium","American (Traditional)","Sheepshead Bay","3432 Nostrand Ave","Brooklyn","11:00 AM - 8:00 PM","Delivery、Takeout、Curbside pickup","true","true"
"Vinnie’s Pizzeria","689","4 star rating","(718) 782-7078","Low","Pizza、 Vegan、 Italian","Williamsburg - North Side","148 Bedford Ave","Brooklyn","11:30 AM - 11:00 PM","Delivery、Takeout","true","true"
"VSPOT","692","3.5 star rating","(718) 928-8778","Medium","Vegan、 Latin American","Park Slope","156 5th Ave","Brooklyn","12:00 PM - 10:00 PM","Outdoor seating、Delivery、Takeout、Sit-down dining、Curbside pickup","true","true"
"Forno Rosso","695","4 star rating","(718) 451-3800","Medium","Italian、 Pizza、 Cocktail Bars","Downtown Brooklyn","327 Gold St","Brooklyn","12:00 PM - 9:30 PM","Outdoor seating、Takeout、Covered outdoor seating、Sit-down dining、DIY meal kits、Heated outdoor seating、Indoor dining、Curbside pickup、Private dining","false","true"
"Ba Xuyen","695","4.5 star rating","(718) 633-6601","Low","Vietnamese、 Sandwiches","Borough Park","4222 8th Ave","Brooklyn","7:00 AM - 6:30 PM","Social distancing enforced","false","false"
